,rep,k,m,n,noise_level,beta,alpha,error,rel_error,loss
414,13,20,128,1024,0.0,0.6833333333333333,tensor(0.9138),tensor(0.0016),tensor(0.0009),tensor(0.0006)
415,13,20,128,1024,0.0,0.7,tensor(0.9244),tensor(0.0020),tensor(0.0011),tensor(0.0006)
416,13,20,128,1024,0.0,0.7166666666666667,tensor(0.9341),tensor(0.0020),tensor(0.0010),tensor(0.0006)
417,13,20,128,1024,0.0,0.7333333333333334,tensor(0.9431),tensor(0.0022),tensor(0.0012),tensor(0.0006)
418,13,20,128,1024,0.0,0.75,tensor(0.9513),tensor(0.0025),tensor(0.0013),tensor(0.0006)
419,13,20,128,1024,0.0,0.7666666666666666,tensor(0.9586),tensor(0.0036),tensor(0.0018),tensor(0.0008)
420,13,20,128,1024,0.0,0.7833333333333333,tensor(0.9653),tensor(0.0041),tensor(0.0021),tensor(0.0009)
421,13,20,128,1024,0.0,0.8,tensor(0.9712),tensor(0.0045),tensor(0.0022),tensor(0.0009)
422,13,20,128,1024,0.0,0.8166666666666667,tensor(0.9765),tensor(0.0055),tensor(0.0027),tensor(0.0010)
423,13,20,128,1024,0.0,0.8333333333333333,tensor(0.9811),tensor(0.1895),tensor(0.0905),tensor(0.0340)
424,13,20,128,1024,0.0,0.85,tensor(0.9852),tensor(0.0065),tensor(0.0031),tensor(0.0011)
425,13,20,128,1024,0.0,0.8666666666666667,tensor(0.9886),tensor(1.7734),tensor(0.8202),tensor(0.8251)
426,13,20,128,1024,0.0,0.8833333333333333,tensor(0.9915),tensor(0.0624),tensor(0.0284),tensor(0.0073)
427,13,20,128,1024,0.0,0.9,tensor(0.9940),tensor(2.3073),tensor(1.0326),tensor(0.8563)
428,13,20,128,1024,0.0,0.9166666666666667,tensor(0.9959),tensor(2.6587),tensor(1.1702),tensor(0.8698)
429,13,20,128,1024,0.0,0.9333333333333333,tensor(0.9975),tensor(3.3672),tensor(1.4573),tensor(0.8868)
430,13,20,128,1024,0.0,0.95,tensor(0.9986),tensor(4.2931),tensor(1.8268),tensor(0.9045)
431,13,20,128,1024,0.0,0.9666666666666667,tensor(0.9994),tensor(0.1626),tensor(0.0680),tensor(0.0047)
432,13,20,128,1024,0.0,0.9833333333333334,tensor(0.9999),tensor(0.6444),tensor(0.2650),tensor(0.0111)
433,13,20,128,1024,0.0,1.0,tensor(1.0000),tensor(3.2163),tensor(1.3004),tensor(0.0002)
434,14,20,128,1024,0.0,0.5,tensor(0.7489),tensor(0.0007),tensor(0.0004),tensor(0.0004)
435,14,20,128,1024,0.0,0.5166666666666667,tensor(0.7670),tensor(0.0006),tensor(0.0003),tensor(0.0004)
436,14,20,128,1024,0.0,0.5333333333333333,tensor(0.7847),tensor(0.0006),tensor(0.0004),tensor(0.0004)
437,14,20,128,1024,0.0,0.55,tensor(0.8019),tensor(0.0007),tensor(0.0004),tensor(0.0004)
438,14,20,128,1024,0.0,0.5666666666666667,tensor(0.8184),tensor(0.0008),tensor(0.0005),tensor(0.0005)
439,14,20,128,1024,0.0,0.5833333333333334,tensor(0.8343),tensor(0.0006),tensor(0.0003),tensor(0.0003)
440,14,20,128,1024,0.0,0.6,tensor(0.8494),tensor(0.0008),tensor(0.0004),tensor(0.0004)
441,14,20,128,1024,0.0,0.6166666666666667,tensor(0.8639),tensor(0.0011),tensor(0.0006),tensor(0.0005)
442,14,20,128,1024,0.0,0.6333333333333333,tensor(0.8775),tensor(0.0012),tensor(0.0007),tensor(0.0006)
443,14,20,128,1024,0.0,0.65,tensor(0.8904),tensor(0.0011),tensor(0.0006),tensor(0.0005)
444,14,20,128,1024,0.0,0.6666666666666666,tensor(0.9025),tensor(0.0015),tensor(0.0008),tensor(0.0006)
445,14,20,128,1024,0.0,0.6833333333333333,tensor(0.9138),tensor(0.0016),tensor(0.0009),tensor(0.0006)
446,14,20,128,1024,0.0,0.7,tensor(0.9244),tensor(0.0019),tensor(0.0010),tensor(0.0007)
447,14,20,128,1024,0.0,0.7166666666666667,tensor(0.9341),tensor(0.2897),tensor(0.1527),tensor(0.0836)
448,14,20,128,1024,0.0,0.7333333333333334,tensor(0.9431),tensor(0.0022),tensor(0.0011),tensor(0.0007)
449,14,20,128,1024,0.0,0.75,tensor(0.9513),tensor(0.0025),tensor(0.0013),tensor(0.0007)
450,14,20,128,1024,0.0,0.7666666666666666,tensor(0.9586),tensor(0.0030),tensor(0.0015),tensor(0.0008)
451,14,20,128,1024,0.0,0.7833333333333333,tensor(0.9653),tensor(0.0029),tensor(0.0014),tensor(0.0007)
452,14,20,128,1024,0.0,0.8,tensor(0.9712),tensor(0.0047),tensor(0.0023),tensor(0.0010)
453,14,20,128,1024,0.0,0.8166666666666667,tensor(0.9765),tensor(0.0055),tensor(0.0027),tensor(0.0011)
454,14,20,128,1024,0.0,0.8333333333333333,tensor(0.9811),tensor(0.0077),tensor(0.0037),tensor(0.0013)
455,14,20,128,1024,0.0,0.85,tensor(0.9852),tensor(0.0082),tensor(0.0038),tensor(0.0012)
456,14,20,128,1024,0.0,0.8666666666666667,tensor(0.9886),tensor(1.9571),tensor(0.9052),tensor(0.7467)
457,14,20,128,1024,0.0,0.8833333333333333,tensor(0.9915),tensor(0.3843),tensor(0.1749),tensor(0.1203)
458,14,20,128,1024,0.0,0.9,tensor(0.9940),tensor(0.0204),tensor(0.0091),tensor(0.0020)
459,14,20,128,1024,0.0,0.9166666666666667,tensor(0.9959),tensor(0.0266),tensor(0.0117),tensor(0.0022)
460,14,20,128,1024,0.0,0.9333333333333333,tensor(0.9975),tensor(0.0475),tensor(0.0205),tensor(0.0028)
461,14,20,128,1024,0.0,0.95,tensor(0.9986),tensor(5.2982),tensor(2.2545),tensor(1.2268)
462,14,20,128,1024,0.0,0.9666666666666667,tensor(0.9994),tensor(8.2081),tensor(3.4339),tensor(0.8273)
463,14,20,128,1024,0.0,0.9833333333333334,tensor(0.9999),tensor(1.8557),tensor(0.7632),tensor(0.0778)
464,14,20,128,1024,0.0,1.0,tensor(1.0000),tensor(3.0519),tensor(1.2339),tensor(1.8649)
465,15,20,128,1024,0.0,0.5,tensor(0.7489),tensor(0.0006),tensor(0.0003),tensor(0.0004)
466,15,20,128,1024,0.0,0.5166666666666667,tensor(0.7670),tensor(0.0005),tensor(0.0003),tensor(0.0003)
467,15,20,128,1024,0.0,0.5333333333333333,tensor(0.7847),tensor(0.0007),tensor(0.0004),tensor(0.0004)
468,15,20,128,1024,0.0,0.55,tensor(0.8019),tensor(0.0007),tensor(0.0004),tensor(0.0004)
469,15,20,128,1024,0.0,0.5666666666666667,tensor(0.8184),tensor(0.0008),tensor(0.0005),tensor(0.0004)
470,15,20,128,1024,0.0,0.5833333333333334,tensor(0.8343),tensor(0.0008),tensor(0.0005),tensor(0.0004)
471,15,20,128,1024,0.0,0.6,tensor(0.8494),tensor(0.0009),tensor(0.0005),tensor(0.0005)
472,15,20,128,1024,0.0,0.6166666666666667,tensor(0.8639),tensor(0.0009),tensor(0.0005),tensor(0.0005)
473,15,20,128,1024,0.0,0.6333333333333333,tensor(0.8775),tensor(0.0008),tensor(0.0004),tensor(0.0004)
474,15,20,128,1024,0.0,0.65,tensor(0.8904),tensor(0.0007),tensor(0.0004),tensor(0.0003)
475,15,20,128,1024,0.0,0.6666666666666666,tensor(0.9025),tensor(0.0010),tensor(0.0006),tensor(0.0004)
476,15,20,128,1024,0.0,0.6833333333333333,tensor(0.9138),tensor(0.0015),tensor(0.0008),tensor(0.0006)
477,15,20,128,1024,0.0,0.7,tensor(0.9244),tensor(0.0017),tensor(0.0009),tensor(0.0006)
478,15,20,128,1024,0.0,0.7166666666666667,tensor(0.9341),tensor(0.0018),tensor(0.0009),tensor(0.0006)
479,15,20,128,1024,0.0,0.7333333333333334,tensor(0.9431),tensor(0.0018),tensor(0.0010),tensor(0.0006)
480,15,20,128,1024,0.0,0.75,tensor(0.9513),tensor(0.0022),tensor(0.0011),tensor(0.0006)
481,15,20,128,1024,0.0,0.7666666666666666,tensor(0.9586),tensor(0.0029),tensor(0.0015),tensor(0.0008)
482,15,20,128,1024,0.0,0.7833333333333333,tensor(0.9653),tensor(0.0038),tensor(0.0019),tensor(0.0009)
483,15,20,128,1024,0.0,0.8,tensor(0.9712),tensor(0.0043),tensor(0.0021),tensor(0.0009)
484,15,20,128,1024,0.0,0.8166666666666667,tensor(0.9765),tensor(0.0054),tensor(0.0026),tensor(0.0010)
485,15,20,128,1024,0.0,0.8333333333333333,tensor(0.9811),tensor(0.0066),tensor(0.0032),tensor(0.0011)
486,15,20,128,1024,0.0,0.85,tensor(0.9852),tensor(0.0081),tensor(0.0038),tensor(0.0013)
487,15,20,128,1024,0.0,0.8666666666666667,tensor(0.9886),tensor(0.0105),tensor(0.0049),tensor(0.0014)
488,15,20,128,1024,0.0,0.8833333333333333,tensor(0.9915),tensor(0.0130),tensor(0.0059),tensor(0.0015)
489,15,20,128,1024,0.0,0.9,tensor(0.9940),tensor(0.0195),tensor(0.0087),tensor(0.0019)
490,15,20,128,1024,0.0,0.9166666666666667,tensor(0.9959),tensor(3.0889),tensor(1.3595),tensor(0.8515)
491,15,20,128,1024,0.0,0.9333333333333333,tensor(0.9975),tensor(0.8284),tensor(0.3585),tensor(0.1030)
492,15,20,128,1024,0.0,0.95,tensor(0.9986),tensor(5.1658),tensor(2.1982),tensor(0.8884)
493,15,20,128,1024,0.0,0.9666666666666667,tensor(0.9994),tensor(12.8083),tensor(5.3584),tensor(0.7147)
494,15,20,128,1024,0.0,0.9833333333333334,tensor(0.9999),tensor(3.2655),tensor(1.3431),tensor(0.2157)
495,15,20,128,1024,0.0,1.0,tensor(1.0000),tensor(2.7524),tensor(1.1128),tensor(0.9874)
496,16,20,128,1024,0.0,0.5,tensor(0.7489),tensor(0.0005),tensor(0.0003),tensor(0.0003)
497,16,20,128,1024,0.0,0.5166666666666667,tensor(0.7670),tensor(0.0005),tensor(0.0003),tensor(0.0003)
498,16,20,128,1024,0.0,0.5333333333333333,tensor(0.7847),tensor(0.0005),tensor(0.0003),tensor(0.0003)
499,16,20,128,1024,0.0,0.55,tensor(0.8019),tensor(0.0006),tensor(0.0003),tensor(0.0003)
500,16,20,128,1024,0.0,0.5666666666666667,tensor(0.8184),tensor(0.0006),tensor(0.0004),tensor(0.0004)
501,16,20,128,1024,0.0,0.5833333333333334,tensor(0.8343),tensor(0.0008),tensor(0.0004),tensor(0.0004)
502,16,20,128,1024,0.0,0.6,tensor(0.8494),tensor(0.0008),tensor(0.0005),tensor(0.0004)
503,16,20,128,1024,0.0,0.6166666666666667,tensor(0.8639),tensor(0.0008),tensor(0.0004),tensor(0.0004)
504,16,20,128,1024,0.0,0.6333333333333333,tensor(0.8775),tensor(0.0008),tensor(0.0004),tensor(0.0003)
505,16,20,128,1024,0.0,0.65,tensor(0.8904),tensor(0.0010),tensor(0.0005),tensor(0.0004)
506,16,20,128,1024,0.0,0.6666666666666666,tensor(0.9025),tensor(0.0011),tensor(0.0006),tensor(0.0004)
507,16,20,128,1024,0.0,0.6833333333333333,tensor(0.9138),tensor(0.0013),tensor(0.0007),tensor(0.0005)
508,16,20,128,1024,0.0,0.7,tensor(0.9244),tensor(0.0013),tensor(0.0007),tensor(0.0004)
509,16,20,128,1024,0.0,0.7166666666666667,tensor(0.9341),tensor(0.0016),tensor(0.0009),tensor(0.0005)
510,16,20,128,1024,0.0,0.7333333333333334,tensor(0.9431),tensor(0.0018),tensor(0.0010),tensor(0.0006)
511,16,20,128,1024,0.0,0.75,tensor(0.9513),tensor(0.0021),tensor(0.0011),tensor(0.0006)
512,16,20,128,1024,0.0,0.7666666666666666,tensor(0.9586),tensor(0.0022),tensor(0.0011),tensor(0.0006)
513,16,20,128,1024,0.0,0.7833333333333333,tensor(0.9653),tensor(0.3993),tensor(0.1995),tensor(0.1013)
514,16,20,128,1024,0.0,0.8,tensor(0.9712),tensor(0.0038),tensor(0.0019),tensor(0.0008)
515,16,20,128,1024,0.0,0.8166666666666667,tensor(0.9765),tensor(0.0033),tensor(0.0016),tensor(0.0007)
516,16,20,128,1024,0.0,0.8333333333333333,tensor(0.9811),tensor(0.3266),tensor(0.1559),tensor(0.0551)
517,16,20,128,1024,0.0,0.85,tensor(0.9852),tensor(0.3919),tensor(0.1842),tensor(0.0639)
518,16,20,128,1024,0.0,0.8666666666666667,tensor(0.9886),tensor(0.0072),tensor(0.0033),tensor(0.0010)
519,16,20,128,1024,0.0,0.8833333333333333,tensor(0.9915),tensor(0.0130),tensor(0.0059),tensor(0.0015)
520,16,20,128,1024,0.0,0.9,tensor(0.9940),tensor(0.4149),tensor(0.1857),tensor(0.0427)
521,16,20,128,1024,0.0,0.9166666666666667,tensor(0.9959),tensor(0.4766),tensor(0.2098),tensor(0.0392)
522,16,20,128,1024,0.0,0.9333333333333333,tensor(0.9975),tensor(0.0311),tensor(0.0135),tensor(0.0022)
523,16,20,128,1024,0.0,0.95,tensor(0.9986),tensor(0.0646),tensor(0.0275),tensor(0.0031)
524,16,20,128,1024,0.0,0.9666666666666667,tensor(0.9994),tensor(3.7372),tensor(1.5634),tensor(0.7810)
525,16,20,128,1024,0.0,0.9833333333333334,tensor(0.9999),tensor(1.6087),tensor(0.6616),tensor(0.0240)
526,16,20,128,1024,0.0,1.0,tensor(1.0000),tensor(2.9849),tensor(1.2068),tensor(0.4664)
527,17,20,128,1024,0.0,0.5,tensor(0.7489),tensor(0.0005),tensor(0.0003),tensor(0.0003)
528,17,20,128,1024,0.0,0.5166666666666667,tensor(0.7670),tensor(0.0007),tensor(0.0004),tensor(0.0004)
529,17,20,128,1024,0.0,0.5333333333333333,tensor(0.7847),tensor(0.0007),tensor(0.0004),tensor(0.0004)
530,17,20,128,1024,0.0,0.55,tensor(0.8019),tensor(0.0006),tensor(0.0004),tensor(0.0004)
531,17,20,128,1024,0.0,0.5666666666666667,tensor(0.8184),tensor(0.0008),tensor(0.0005),tensor(0.0004)
532,17,20,128,1024,0.0,0.5833333333333334,tensor(0.8343),tensor(0.0008),tensor(0.0005),tensor(0.0004)
533,17,20,128,1024,0.0,0.6,tensor(0.8494),tensor(0.0009),tensor(0.0005),tensor(0.0004)
534,17,20,128,1024,0.0,0.6166666666666667,tensor(0.8639),tensor(0.0010),tensor(0.0006),tensor(0.0004)
535,17,20,128,1024,0.0,0.6333333333333333,tensor(0.8775),tensor(0.0011),tensor(0.0006),tensor(0.0004)
536,17,20,128,1024,0.0,0.65,tensor(0.8904),tensor(0.0012),tensor(0.0007),tensor(0.0004)
537,17,20,128,1024,0.0,0.6666666666666666,tensor(0.9025),tensor(0.0013),tensor(0.0007),tensor(0.0005)
538,17,20,128,1024,0.0,0.6833333333333333,tensor(0.9138),tensor(0.0015),tensor(0.0008),tensor(0.0005)
539,17,20,128,1024,0.0,0.7,tensor(0.9244),tensor(0.0018),tensor(0.0010),tensor(0.0006)
540,17,20,128,1024,0.0,0.7166666666666667,tensor(0.9341),tensor(0.0018),tensor(0.0010),tensor(0.0005)
541,17,20,128,1024,0.0,0.7333333333333334,tensor(0.9431),tensor(0.0021),tensor(0.0011),tensor(0.0006)
542,17,20,128,1024,0.0,0.75,tensor(0.9513),tensor(0.0026),tensor(0.0013),tensor(0.0006)
543,17,20,128,1024,0.0,0.7666666666666666,tensor(0.9586),tensor(0.0032),tensor(0.0016),tensor(0.0007)
544,17,20,128,1024,0.0,0.7833333333333333,tensor(0.9653),tensor(0.1533),tensor(0.0766),tensor(0.1084)
545,17,20,128,1024,0.0,0.8,tensor(0.9712),tensor(0.0043),tensor(0.0021),tensor(0.0008)
546,17,20,128,1024,0.0,0.8166666666666667,tensor(0.9765),tensor(0.1325),tensor(0.0642),tensor(0.0877)
547,17,20,128,1024,0.0,0.8333333333333333,tensor(0.9811),tensor(0.0064),tensor(0.0030),tensor(0.0010)
548,17,20,128,1024,0.0,0.85,tensor(0.9852),tensor(0.0056),tensor(0.0026),tensor(0.0009)
549,17,20,128,1024,0.0,0.8666666666666667,tensor(0.9886),tensor(0.3503),tensor(0.1620),tensor(0.1374)
550,17,20,128,1024,0.0,0.8833333333333333,tensor(0.9915),tensor(0.0160),tensor(0.0073),tensor(0.0015)
551,17,20,128,1024,0.0,0.9,tensor(0.9940),tensor(0.0172),tensor(0.0077),tensor(0.0017)
552,17,20,128,1024,0.0,0.9166666666666667,tensor(0.9959),tensor(0.5018),tensor(0.2209),tensor(0.1253)
553,17,20,128,1024,0.0,0.9333333333333333,tensor(0.9975),tensor(0.5668),tensor(0.2453),tensor(0.1274)
554,17,20,128,1024,0.0,0.95,tensor(0.9986),tensor(3.2056),tensor(1.3641),tensor(0.6405)
555,17,20,128,1024,0.0,0.9666666666666667,tensor(0.9994),tensor(0.1707),tensor(0.0714),tensor(0.0051)
556,17,20,128,1024,0.0,0.9833333333333334,tensor(0.9999),tensor(1.9447),tensor(0.7998),tensor(0.1659)
557,17,20,128,1024,0.0,1.0,tensor(1.0000),tensor(2.4986),tensor(1.0102),tensor(0.7115)
558,18,20,128,1024,0.0,0.5,tensor(0.7489),tensor(0.0005),tensor(0.0003),tensor(0.0003)
559,18,20,128,1024,0.0,0.5166666666666667,tensor(0.7670),tensor(0.0005),tensor(0.0003),tensor(0.0003)
560,18,20,128,1024,0.0,0.5333333333333333,tensor(0.7847),tensor(0.0007),tensor(0.0004),tensor(0.0004)
561,18,20,128,1024,0.0,0.55,tensor(0.8019),tensor(0.0007),tensor(0.0004),tensor(0.0004)
562,18,20,128,1024,0.0,0.5666666666666667,tensor(0.8184),tensor(0.0008),tensor(0.0005),tensor(0.0004)
563,18,20,128,1024,0.0,0.5833333333333334,tensor(0.8343),tensor(0.0008),tensor(0.0004),tensor(0.0004)
564,18,20,128,1024,0.0,0.6,tensor(0.8494),tensor(0.0008),tensor(0.0004),tensor(0.0004)
565,18,20,128,1024,0.0,0.6166666666666667,tensor(0.8639),tensor(0.0011),tensor(0.0006),tensor(0.0005)
566,18,20,128,1024,0.0,0.6333333333333333,tensor(0.8775),tensor(0.0013),tensor(0.0007),tensor(0.0005)
567,18,20,128,1024,0.0,0.65,tensor(0.8904),tensor(0.0011),tensor(0.0006),tensor(0.0004)
568,18,20,128,1024,0.0,0.6666666666666666,tensor(0.9025),tensor(0.0012),tensor(0.0006),tensor(0.0004)
569,18,20,128,1024,0.0,0.6833333333333333,tensor(0.9138),tensor(0.0014),tensor(0.0008),tensor(0.0005)
570,18,20,128,1024,0.0,0.7,tensor(0.9244),tensor(0.0018),tensor(0.0010),tensor(0.0006)
571,18,20,128,1024,0.0,0.7166666666666667,tensor(0.9341),tensor(0.0020),tensor(0.0011),tensor(0.0007)
572,18,20,128,1024,0.0,0.7333333333333334,tensor(0.9431),tensor(0.0023),tensor(0.0012),tensor(0.0007)
573,18,20,128,1024,0.0,0.75,tensor(0.9513),tensor(0.0026),tensor(0.0014),tensor(0.0007)
574,18,20,128,1024,0.0,0.7666666666666666,tensor(0.9586),tensor(0.0028),tensor(0.0014),tensor(0.0007)
575,18,20,128,1024,0.0,0.7833333333333333,tensor(0.9653),tensor(0.0032),tensor(0.0016),tensor(0.0007)
576,18,20,128,1024,0.0,0.8,tensor(0.9712),tensor(0.0044),tensor(0.0022),tensor(0.0009)
577,18,20,128,1024,0.0,0.8166666666666667,tensor(0.9765),tensor(0.0053),tensor(0.0026),tensor(0.0009)
578,18,20,128,1024,0.0,0.8333333333333333,tensor(0.9811),tensor(0.0061),tensor(0.0029),tensor(0.0010)
579,18,20,128,1024,0.0,0.85,tensor(0.9852),tensor(4.3930),tensor(2.0647),tensor(1.5788)
580,18,20,128,1024,0.0,0.8666666666666667,tensor(0.9886),tensor(0.0089),tensor(0.0041),tensor(0.0012)
581,18,20,128,1024,0.0,0.8833333333333333,tensor(0.9915),tensor(5.8451),tensor(2.6595),tensor(1.7619)
582,18,20,128,1024,0.0,0.9,tensor(0.9940),tensor(2.1086),tensor(0.9437),tensor(0.6867)
583,18,20,128,1024,0.0,0.9166666666666667,tensor(0.9959),tensor(0.0277),tensor(0.0122),tensor(0.0021)
584,18,20,128,1024,0.0,0.9333333333333333,tensor(0.9975),tensor(0.0349),tensor(0.0151),tensor(0.0021)
585,18,20,128,1024,0.0,0.95,tensor(0.9986),tensor(15.9769),tensor(6.7986),tensor(2.1204)
586,18,20,128,1024,0.0,0.9666666666666667,tensor(0.9994),tensor(0.1745),tensor(0.0730),tensor(0.0047)
587,18,20,128,1024,0.0,0.9833333333333334,tensor(0.9999),tensor(29.2844),tensor(12.0441),tensor(1.8803)
588,18,20,128,1024,0.0,1.0,tensor(1.0000),tensor(2.6055),tensor(1.0535),tensor(0.6242)
589,19,20,128,1024,0.0,0.5,tensor(0.7489),tensor(0.0005),tensor(0.0003),tensor(0.0003)
590,19,20,128,1024,0.0,0.5166666666666667,tensor(0.7670),tensor(1.6110),tensor(0.9203),tensor(1.2082)
591,19,20,128,1024,0.0,0.5333333333333333,tensor(0.7847),tensor(0.0004),tensor(0.0003),tensor(0.0003)
592,19,20,128,1024,0.0,0.55,tensor(0.8019),tensor(0.0006),tensor(0.0004),tensor(0.0003)
593,19,20,128,1024,0.0,0.5666666666666667,tensor(0.8184),tensor(0.0006),tensor(0.0003),tensor(0.0003)
594,19,20,128,1024,0.0,0.5833333333333334,tensor(0.8343),tensor(0.0008),tensor(0.0005),tensor(0.0004)
595,19,20,128,1024,0.0,0.6,tensor(0.8494),tensor(0.0007),tensor(0.0004),tensor(0.0003)
596,19,20,128,1024,0.0,0.6166666666666667,tensor(0.8639),tensor(0.0010),tensor(0.0005),tensor(0.0004)
597,19,20,128,1024,0.0,0.6333333333333333,tensor(0.8775),tensor(0.0008),tensor(0.0005),tensor(0.0003)
598,19,20,128,1024,0.0,0.65,tensor(0.8904),tensor(0.0009),tensor(0.0005),tensor(0.0004)
599,19,20,128,1024,0.0,0.6666666666666666,tensor(0.9025),tensor(0.0012),tensor(0.0007),tensor(0.0004)
600,19,20,128,1024,0.0,0.6833333333333333,tensor(0.9138),tensor(0.7291),tensor(0.3932),tensor(0.4244)
601,19,20,128,1024,0.0,0.7,tensor(0.9244),tensor(0.6160),tensor(0.3286),tensor(0.4270)
602,19,20,128,1024,0.0,0.7166666666666667,tensor(0.9341),tensor(0.0019),tensor(0.0010),tensor(0.0006)
603,19,20,128,1024,0.0,0.7333333333333334,tensor(0.9431),tensor(0.8306),tensor(0.4324),tensor(0.4454)
604,19,20,128,1024,0.0,0.75,tensor(0.9513),tensor(0.0023),tensor(0.0012),tensor(0.0006)
605,19,20,128,1024,0.0,0.7666666666666666,tensor(0.9586),tensor(0.1736),tensor(0.0880),tensor(0.0402)
606,19,20,128,1024,0.0,0.7833333333333333,tensor(0.9653),tensor(1.0686),tensor(0.5339),tensor(0.4768)
607,19,20,128,1024,0.0,0.8,tensor(0.9712),tensor(1.0349),tensor(0.5095),tensor(0.4784)
608,19,20,128,1024,0.0,0.8166666666666667,tensor(0.9765),tensor(4.6155),tensor(2.2383),tensor(1.6403)
609,19,20,128,1024,0.0,0.8333333333333333,tensor(0.9811),tensor(4.3398),tensor(2.0723),tensor(1.6443)
610,19,20,128,1024,0.0,0.85,tensor(0.9852),tensor(1.4569),tensor(0.6847),tensor(0.5059)
611,19,20,128,1024,0.0,0.8666666666666667,tensor(0.9886),tensor(0.0095),tensor(0.0044),tensor(0.0011)
612,19,20,128,1024,0.0,0.8833333333333333,tensor(0.9915),tensor(7.9782),tensor(3.6302),tensor(1.7861)
613,19,20,128,1024,0.0,0.9,tensor(0.9940),tensor(3.2258),tensor(1.4437),tensor(0.8260)
614,19,20,128,1024,0.0,0.9166666666666667,tensor(0.9959),tensor(0.0223),tensor(0.0098),tensor(0.0015)
615,19,20,128,1024,0.0,0.9333333333333333,tensor(0.9975),tensor(0.4133),tensor(0.1789),tensor(0.0248)
616,19,20,128,1024,0.0,0.95,tensor(0.9986),tensor(4.6351),tensor(1.9724),tensor(0.5638)
617,19,20,128,1024,0.0,0.9666666666666667,tensor(0.9994),tensor(7.4207),tensor(3.1044),tensor(0.5771)
618,19,20,128,1024,0.0,0.9833333333333334,tensor(0.9999),tensor(0.9582),tensor(0.3941),tensor(0.0369)
619,19,20,128,1024,0.0,1.0,tensor(1.0000),tensor(2.3887),tensor(0.9658),tensor(0.9733)
